0000000000,0.6953125
0000000001,-0.017578125
0000000010,-0.03125
0000000100,0.283203125
0000001000,-0.072265625
0000010000,-0.560546875
0000100000,0.083984375
0001000000,-0.197265625
0010000000,-0.173828125
0100000000,-0.166015625
1000000000,-0.07421875
0000000011,0.005859375
0000000101,0.00390625
0000001001,-0.0078125
0000010001,0.015625
0000100001,-0.00390625
0001000001,0.00390625
0010000001,0
0100000001,-0.01953125
1000000001,0.001953125
0000000110,-0.009765625
0000001010,0.005859375
0000010010,0.013671875
0000100010,0.001953125
0001000010,-0.001953125
0010000010,0.005859375
0100000010,-0.021484375
1000000010,0
0000001100,-0.01171875
0000010100,-0.17578125
0000100100,0.05078125
0001000100,-0.08203125
0010000100,-0.09765625
0100000100,-0.05859375
1000000100,-0.017578125
0000011000,0.00390625
0000101000,-0.01171875
0001001000,0.01171875
0010001000,0.0078125
0100001000,0.03125
1000001000,0.017578125
0000110000,-0.046875
0001010000,0.09375
0010010000,0.09375
0100010000,0.046875
1000010000,0.044921875
0001100000,-0.01171875
0010100000,-0.0390625
0100100000,-0.01953125
1000100000,-0.068359375
0011000000,0.03125
0101000000,0.0234375
1001000000,-0.021484375
0110000000,0.015625
1010000000,0.017578125
1100000000,-0.044921875
0000000111,0.0078125
0000001011,0
0000010011,-0.00390625
0000100011,-0.015625
0001000011,-0.00390625
0010000011,0
0100000011,0.0078125
1000000011,-0.001953125
0000001101,-0.005859375
0000010101,-0.001953125
0000100101,0.005859375
0001000101,0.005859375
0010000101,0.001953125
0100000101,-0.009765625
1000000101,0.0078125
0000011001,0.005859375
0000101001,0.005859375
0001001001,-0.009765625
0010001001,-0.001953125
0100001001,0.001953125
1000001001,0.00390625
0000110001,-0.001953125
0001010001,0.005859375
0010010001,0.001953125
0100010001,0.013671875
1000010001,-0.00390625
0001100001,-0.005859375
0010100001,0.009765625
0100100001,0.009765625
1000100001,0
0011000001,0.001953125
0101000001,-0.001953125
1001000001,0.0078125
0110000001,0.009765625
1010000001,-0.01171875
1100000001,0.015625
0000001110,0
0000010110,-0.00390625
0000100110,0.00390625
0001000110,0
0010000110,0
0100000110,-0.00390625
1000000110,0.005859375
0000011010,0.0078125
0000101010,0
0001001010,-0.00390625
0010001010,-0.0078125
0100001010,-0.00390625
1000001010,0.005859375
0000110010,-0.0078125
0001010010,0.01171875
0010010010,0.00390625
0100010010,0.0234375
1000010010,-0.001953125
0001100010,0
0010100010,0.01171875
0100100010,0.00390625
1000100010,0.001953125
0011000010,0.0078125
0101000010,-0.00390625
1001000010,0.005859375
0110000010,0.00390625
1010000010,-0.017578125
1100000010,0.009765625
0000011100,-0.029296875
0000101100,-0.001953125
0001001100,0.013671875
0010001100,-0.013671875
0100001100,0.025390625
1000001100,0.015625
0000110100,-0.041015625
0001010100,0.005859375
0010010100,0.044921875
0100010100,-0.033203125
1000010100,-0.0078125
0001100100,-0.001953125
0010100100,-0.013671875
0100100100,-0.001953125
1000100100,-0.0546875
0011000100,0.048828125
0101000100,0.072265625
1001000100,0
0110000100,0.025390625
1010000100,0
1100000100,-0.03125
0000111000,-0.021484375
0001011000,0.025390625
0010011000,0.005859375
0100011000,0.029296875
1000011000,0.0078125
0001101000,0.009765625
0010101000,0.025390625
0100101000,0.021484375
1000101000,0.0078125
0011001000,0.009765625
0101001000,-0.029296875
1001001000,-0.015625
0110001000,-0.001953125
1010001000,-0.03515625
1100001000,-0.01953125
0001110000,-0.009765625
0010110000,0.009765625
0100110000,-0.009765625
1000110000,0.05859375
0011010000,0.017578125
0101010000,0.064453125
1001010000,0.03515625
0110010000,0.048828125
1010010000,0.00390625
1100010000,0.05859375
0011100000,0.009765625
0101100000,0.013671875
1001100000,0.015625
0110100000,0.001953125
1010100000,0.03515625
1100100000,0
0111000000,-0.033203125
1011000000,-0.00390625
1101000000,-0.00390625
1110000000,0.03515625
0000001111,-0.001953125
0000010111,-0.001953125
0000100111,-0.001953125
0001000111,-0.005859375
0010000111,-0.001953125
0100000111,0.005859375
1000000111,0
0000011011,0.001953125
0000101011,0.001953125
0001001011,-0.001953125
0010001011,-0.001953125
0100001011,-0.001953125
1000001011,0
0000110011,0.013671875
0001010011,0.001953125
0010010011,-0.001953125
0100010011,-0.001953125
1000010011,-0.00390625
0001100011,-0.001953125
0010100011,-0.001953125
0100100011,-0.013671875
1000100011,0
0011000011,0.001953125
0101000011,-0.005859375
1001000011,0.00390625
0110000011,-0.001953125
1010000011,0.0078125
1100000011,0
0000011101,0
0000101101,0.00390625
0001001101,-0.00390625
0010001101,0.00390625
0100001101,0
1000001101,0.005859375
0000110101,-0.0078125
0001010101,0
0010010101,-0.00390625
0100010101,0
1000010101,-0.005859375
0001100101,0
0010100101,0.0078125
0100100101,0.0078125
1000100101,0.009765625
0011000101,-0.0078125
0101000101,-0.00390625
1001000101,-0.005859375
0110000101,0.0078125
1010000101,0.005859375
1100000101,0.009765625
0000111001,-0.00390625
0001011001,0.00390625
0010011001,0.00390625
0100011001,0
1000011001,0.001953125
0001101001,0.01171875
0010101001,0
0100101001,0
1000101001,0.001953125
0011001001,0
0101001001,0.00390625
1001001001,0.001953125
0110001001,-0.00390625
1010001001,-0.005859375
1100001001,-0.001953125
0001110001,0.00390625
0010110001,-0.00390625
0100110001,-0.00390625
1000110001,0.001953125
0011010001,-0.01171875
0101010001,0
1001010001,-0.013671875
0110010001,-0.00390625
1010010001,0.013671875
1100010001,-0.005859375
0011100001,0.00390625
0101100001,0.00390625
1001100001,-0.001953125
0110100001,0.00390625
1010100001,-0.001953125
1100100001,-0.001953125
0111000001,0.015625
1011000001,0.005859375
1101000001,0.017578125
1110000001,-0.017578125
0000011110,0.009765625
0000101110,-0.001953125
0001001110,-0.005859375
0010001110,-0.001953125
0100001110,-0.005859375
1000001110,0
0000110110,-0.005859375
0001010110,0.005859375
0010010110,0.005859375
0100010110,0.001953125
1000010110,-0.00390625
0001100110,-0.001953125
0010100110,0.009765625
0100100110,0.001953125
1000100110,0.00390625
0011000110,-0.009765625
0101000110,0.001953125
1001000110,-0.0078125
0110000110,0.001953125
1010000110,-0.0078125
1100000110,0.01171875
0000111010,0.001953125
0001011010,-0.001953125
0010011010,0.001953125
0100011010,-0.001953125
1000011010,0
0001101010,0.005859375
0010101010,-0.001953125
0100101010,-0.001953125
1000101010,0
0011001010,-0.005859375
0101001010,-0.001953125
1001001010,0.00390625
0110001010,-0.005859375
1010001010,0
1100001010,-0.00390625
0001110010,-0.001953125
0010110010,0.001953125
0100110010,-0.005859375
1000110010,0
0011010010,-0.009765625
0101010010,0.009765625
1001010010,-0.01171875
0110010010,0.001953125
1010010010,0.01171875
1100010010,0.0078125
0011100010,-0.001953125
0101100010,0.005859375
1001100010,-0.0078125
0110100010,0.001953125
1010100010,0.00390625
1100100010,0.00390625
0111000010,0.001953125
1011000010,0.0078125
1101000010,0.00390625
1110000010,-0.01953125
0000111100,-0.00390625
0001011100,-0.00390625
0010011100,0
0100011100,0.0078125
1000011100,0.005859375
0001101100,-0.0078125
0010101100,-0.0078125
0100101100,-0.00390625
1000101100,-0.013671875
0011001100,0.015625
0101001100,-0.0078125
1001001100,-0.013671875
0110001100,-0.00390625
1010001100,0.005859375
1100001100,-0.025390625
0001110100,0.0078125
0010110100,0.01171875
0100110100,0
1000110100,0.048828125
0011010100,-0.02734375
0101010100,-0.01171875
1001010100,0.009765625
0110010100,0.01171875
1010010100,0.017578125
1100010100,0.041015625
0011100100,-0.0078125
0101100100,-0.01171875
1001100100,0.009765625
0110100100,-0.0078125
1010100100,0.013671875
1100100100,0.001953125
0111000100,0.00390625
1011000100,-0.017578125
1101000100,0.013671875
1110000100,0.013671875
0001111000,0.0078125
0010111000,0
0100111000,0.01171875
1000111000,-0.001953125
0011011000,0.0078125
0101011000,0
1001011000,0.005859375
0110011000,-0.00390625
1010011000,0.017578125
1100011000,0.001953125
0011101000,-0.01953125
0101101000,-0.0234375
1001101000,-0.009765625
0110101000,-0.0234375
1010101000,-0.009765625
1100101000,-0.005859375
0111001000,0.00390625
1011001000,-0.009765625
1101001000,0.021484375
1110001000,0.001953125
0011110000,0.00390625
0101110000,0
1001110000,-0.005859375
0110110000,0.01953125
1010110000,-0.017578125
1100110000,0.001953125
0111010000,0
1011010000,-0.001953125
1101010000,0.005859375
1110010000,-0.041015625
0111100000,-0.03125
1011100000,-0.001953125
1101100000,-0.005859375
1110100000,-0.001953125
1111000000,0.041015625
